AcresBurned,Active,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
116,FALSE,,2018,TRUE,/incidents/2018/7/6/bridle-fire/,Santa Clara,,,,2019-01-04T09:54:00Z,,FALSE,TRUE,,,,37.06367,-121.53586,FALSE,Bridle Fire,100,,TRUE,2018-07-06T10:40:00Z,Finalized,,,,,8d5856ff-4cd4-4b88-afb0-c6df08f548a8,2019-01-04T09:54:00Z,
115,FALSE,,2018,TRUE,/incidents/2018/6/18/wheeler-fire/,Mariposa,,,,2019-01-04T10:04:00Z,,FALSE,TRUE,,,,37.707234,-120.199162,TRUE,Wheeler Fire,100,,TRUE,2018-06-18T12:30:00Z,Finalized,,,,,8f98a50c-fac6-4dcd-844f-76c49891f0f6,2019-01-04T10:04:00Z,
114,FALSE,,2018,TRUE,/incidents/2018/8/16/pine-fire/,Kern,,,,2019-01-04T09:17:00Z,,FALSE,TRUE,,,,35.56888889,-118.8013889,FALSE,Pine Fire,100,,TRUE,2018-08-16T16:06:00Z,Finalized,,,,,471980a3-9ffb-4b1f-8e51-eabb9736b51b,2019-01-04T09:17:00Z,
113,FALSE,,2018,TRUE,/incidents/2018/7/6/holiday-fire/,Santa Barbara,,,,2019-01-04T09:54:00Z,,FALSE,TRUE,,,,34.463889,-119.831389,TRUE,Holiday Fire,100,,TRUE,2018-07-06T20:40:00Z,Finalized,,24,,,76725105-a814-4e8d-bd5b-d0f2f1879dae,2019-10-25T09:42:00.3Z,
110,FALSE,,2018,TRUE,/incidents/2018/7/20/windmill-fire/,Santa Barbara,,,,2019-01-04T09:38:00Z,,FALSE,TRUE,,,,34.62412,-120.22298,FALSE,Windmill Fire,100,,TRUE,2018-07-20T14:23:00Z,Finalized,,,,,389e3075-51b9-45a8-ab9a-a75b03225c8d,2019-01-04T09:38:00Z,
108,FALSE,,2018,TRUE,/incidents/2018/5/26/cobble-fire/,Fresno,,,,2019-01-04T10:22:00Z,,FALSE,TRUE,,,,36.75581,-119.42172,FALSE,Cobble Fire,100,,TRUE,2018-05-26T14:52:00Z,Finalized,,,,,737f9bb2-5a43-4730-94c1-4031bce6d626,2019-01-04T10:22:00Z,
106,FALSE,,2018,TRUE,/incidents/2018/8/1/western-fire/,Mendocino,,,,2019-01-04T09:26:00Z,,FALSE,TRUE,,,,38.8802,-123.0496,FALSE,Western Fire,100,,TRUE,2018-08-01T15:53:00Z,Finalized,,,,,9d63cbd8-7dbf-4b2d-918d-036e3a282d2d,2019-01-04T09:26:00Z,
103,FALSE,,2018,TRUE,/incidents/2018/8/26/cache-fire/,Lake,,,,2019-01-04T09:14:00Z,,FALSE,TRUE,,,,39.02017,-122.57496,FALSE,Cache Fire,100,,TRUE,2018-08-26T18:04:00Z,Finalized,,,,,ef9c8f82-8607-4c53-9bdd-5196e6a1071c,2019-01-04T09:14:00Z,
103,FALSE,,2018,TRUE,/incidents/2018/5/18/jelly-fire/,Tehama,,,,2019-01-04T10:24:00Z,,FALSE,TRUE,,,,40.31759,-122.21032,FALSE,Jelly Fire,100,,TRUE,2018-05-18T16:37:00Z,Finalized,,,,,e1ab6577-7ce9-4b19-bb29-68b5bdd699b6,2019-01-04T10:24:00Z,
100,FALSE,,2018,FALSE,/incidents/2018/8/13/cloverdale-fire/,San Diego,,,,2019-01-04T09:19:00Z,,FALSE,TRUE,,,,33.0971179,-117.0242529,FALSE,Cloverdale Fire,100,,TRUE,2018-08-13T14:58:00Z,Finalized,,,,,791a3a00-2c51-4679-b4b7-27cc77ec699d,2019-01-04T09:19:00Z,
100,FALSE,,2018,TRUE,/incidents/2018/7/27/balch-fire/,Tulare,,,,2019-01-04T09:33:00Z,,FALSE,TRUE,,,,36.21634,-118.82989,FALSE,Balch Fire,100,,TRUE,2018-07-27T12:14:00Z,Finalized,,,,,e775e724-0a1b-4156-a477-623031c09b0e,2019-01-04T09:33:00Z,
100,FALSE,,2018,FALSE,/incidents/2018/7/6/box-fire/,San Bernardino,,,,2019-01-04T09:55:00Z,,FALSE,TRUE,,,,34.22526,-117.40967,FALSE,Box Fire,100,,TRUE,2018-07-06T09:36:00Z,Finalized,,,,,1a4aeaa6-7f90-420f-ad6b-6942658a7fee,2019-01-04T09:55:00Z,
100,FALSE,,2018,TRUE,/incidents/2018/5/24/water-fire/,San Luis Obispo,,,,2019-01-04T10:22:00Z,,FALSE,TRUE,,,,35.56922,-120.12441,FALSE,Water Fire,100,,TRUE,2018-05-24T10:43:00Z,Finalized,,,,,31c47bb9-1913-463e-95e4-86e48fadfda6,2019-01-04T10:22:00Z,
96,FALSE,,2018,FALSE,/incidents/2018/6/9/sam-fire/,Monterey,,,,2019-01-04T10:08:00Z,,FALSE,TRUE,,,,35.9352,-121.11936,FALSE,Sam Fire,100,,TRUE,2018-06-09T15:31:00Z,Finalized,,,,,63e41793-2c9c-4dda-98e0-62b5069514a7,2019-01-04T10:08:00Z,
95,FALSE,,2018,TRUE,/incidents/2018/6/29/sheep-fire/,Kern,,,,2019-01-04T09:57:00Z,,FALSE,TRUE,,,,35.1234,-118.72905,FALSE,Sheep Fire,100,,TRUE,2018-06-29T17:53:00Z,Finalized,,,,,d7365a2a-a113-4693-92d3-152f52b0d743,2019-01-04T09:57:00Z,
90,FALSE,,2018,TRUE,/incidents/2018/7/5/peach-fire/,Mendocino,,,,2019-01-04T09:55:00Z,,FALSE,TRUE,,,,39.038859,-123.38493,FALSE,Peach Fire ,100,,TRUE,2018-07-05T15:12:00Z,Finalized,,,,,eabc7fc2-d02b-480a-9472-7c7677e812cb,2019-01-04T09:55:00Z,
89,FALSE,,2018,TRUE,/incidents/2018/7/15/3-16-fire/,Lassen,,,,2019-01-04T09:42:00Z,,FALSE,TRUE,,,,40.94666,-121.27049,FALSE,3-16 Fire,100,,TRUE,2018-07-15T18:54:00Z,Finalized,,,,,62b14189-aea8-4dcb-8702-a1dfc11abda7,2019-01-04T09:42:00Z,
88,FALSE,,2018,FALSE,/incidents/2018/11/8/horn-fire/,Lassen,,,,2019-01-04T08:47:00Z,,FALSE,TRUE,,,,40.83116,-120.19336,FALSE,Horn Fire,100,,TRUE,2018-11-08T11:25:00Z,Finalized,,,,,79968306-21a9-465e-acbe-4ea715c70ab5,2019-01-04T08:47:00Z,
88,FALSE,,2018,FALSE,/incidents/2018/8/27/redinger-fire/,Madera,,,,2019-01-04T09:13:00Z,,FALSE,TRUE,,,,37.179167,-119.431667,FALSE,Redinger Fire,100,,TRUE,2018-08-27T23:19:00Z,Finalized,,,,,f6555118-f01e-4524-a14d-e01303a482db,2019-01-04T09:13:00Z,
88,FALSE,,2018,TRUE,/incidents/2018/5/20/plaza-fire/,Merced,,,,2019-01-04T10:24:00Z,,FALSE,TRUE,,,,37.056944,-121.01638,FALSE,Plaza Fire,100,,TRUE,2018-05-20T13:07:00Z,Finalized,,,,,d77a050b-9928-49bf-92de-1159edddd07c,2019-01-04T10:24:00Z,
80,FALSE,,2018,TRUE,/incidents/2018/9/29/shandon-fire/,San Luis Obispo,,,,2019-01-04T08:58:00Z,,FALSE,TRUE,,,,-120.258,-120.258,FALSE,Shandon Fire,100,,TRUE,2018-09-29T09:30:00Z,Finalized,,,,,9c03d484-e442-4eaa-8a7b-99d6c769750a,2019-01-04T08:58:00Z,
80,FALSE,,2018,TRUE,/incidents/2018/7/9/spring-2-fire/,Lake,,,,2019-01-04T09:51:00Z,,FALSE,TRUE,,,,39.06715,-122.59789,FALSE,Spring 2 Fire,100,,TRUE,2018-07-09T16:46:00Z,Finalized,,1,,,78eabcbb-32b9-4438-ab84-8eb65c044db7,2019-10-25T09:44:45.43Z,
80,FALSE,,2018,TRUE,/incidents/2018/6/24/horse-fire/,Calaveras,,,,2019-01-04T10:01:00Z,,FALSE,TRUE,,,,37.95766,-120.68902,TRUE,Horse Fire,100,,TRUE,2018-06-24T15:28:00Z,Finalized,,2,,,f2d02439-f682-47e7-b6e9-6e51ca068c86,2019-10-25T09:26:38.627Z,
77,FALSE,,2018,TRUE,/incidents/2018/7/18/cruces-fire/,Santa Barbara,,,,2019-01-04T09:40:00Z,,FALSE,TRUE,,,,34.54305556,-120.3180556,FALSE,Cruces Fire,100,,TRUE,2018-07-18T11:55:00Z,Finalized,,,,,756cceab-80e1-47af-8c85-9e650352b48e,2019-01-04T09:40:00Z,
76,FALSE,,2018,TRUE,/incidents/2018/9/28/silver-fire/,Shasta,,,,2019-01-04T08:58:00Z,,FALSE,TRUE,,,,40.5939,-122.17173,TRUE,Silver Fire,100,,TRUE,2018-09-28T14:44:00Z,Finalized,,1,,,b181e69a-5864-44c1-b5b4-f4c5832a4539,2019-01-04T08:58:00Z,
76,FALSE,,2018,TRUE,/incidents/2018/6/27/anchor-fire/,Fresno,,,,2019-01-04T09:59:00Z,,FALSE,TRUE,,,,36.696879,-119.304499,FALSE,Anchor Fire,100,,TRUE,2018-06-27T12:39:00Z,Finalized,,,,,595f6f52-a55b-40e7-8aa6-b409ff9a7a5b,2019-01-04T09:59:00Z,
75,FALSE,,2018,TRUE,/incidents/2018/7/4/stony-fire/,Colusa,,,,2019-01-04T09:56:00Z,,FALSE,TRUE,,,,39.2976,-122.512012,TRUE,Stony Fire,100,,TRUE,2018-07-04T13:14:00Z,Finalized,,,,,b4377461-c17b-41b1-8dc2-9722f8ead519,2019-01-04T09:56:00Z,
75,FALSE,,2018,TRUE,/incidents/2018/5/28/chrome-fire/,Glenn,,,,2019-01-04T10:21:00Z,,FALSE,TRUE,,,,39.65578,-122.58666,FALSE,Chrome Fire,100,,TRUE,2018-05-28T17:33:00Z,Finalized,,,,,09f22e57-6058-4a87-972a-ece08f4527d4,2019-01-04T10:21:00Z,
73,FALSE,,2018,TRUE,/incidents/2018/4/28/main-fire/,Riverside,,,,2019-01-04T10:26:00Z,,FALSE,TRUE,,,,33.67815,-117.32281,FALSE,Main Fire,100,,TRUE,2018-04-28T14:26:00Z,Finalized,,,,,8e840df1-b34b-44fd-8ade-0350a0113a81,2019-01-04T10:26:00Z,
70,FALSE,,2018,TRUE,/incidents/2018/7/10/curie-fire/,Santa Clara,,,,2019-01-04T09:50:00Z,,FALSE,TRUE,,,,37.22545,-121.79189,FALSE,Curie Fire,100,,TRUE,2018-07-10T15:08:00Z,Finalized,,,,,01018620-8f10-4de0-a7e6-78cc9a77cc9a,2019-01-04T09:50:00Z,
70,FALSE,,2018,TRUE,/incidents/2018/6/29/tesla-fire/,Santa Clara,,,,2019-01-04T09:57:00Z,,FALSE,TRUE,,,,37.66074,-121.67144,FALSE,Tesla Fire,100,,TRUE,2018-06-29T20:59:00Z,Finalized,,,,,a4d4923c-cf9e-43a9-b62e-dc9c04f0ec24,2019-01-04T09:57:00Z,
70,FALSE,,2018,TRUE,/incidents/2018/6/13/spring-fire/,Tehama,,,,2019-01-04T10:07:00Z,,FALSE,TRUE,,,,40.394073,-122.135924,FALSE,Spring Fire,100,,TRUE,2018-06-13T21:06:00Z,Finalized,,,,,994876ff-2369-4a13-9642-d2dfbd372ac9,2019-06-27T08:39:04.91Z,
70,FALSE,,2018,TRUE,/incidents/2018/5/4/tornado-fire/,Riverside,,,,2019-01-04T10:26:00Z,,FALSE,TRUE,,,,33.504964,-117.148204,FALSE,Tornado Fire,100,,TRUE,2018-05-04T14:48:00Z,Finalized,,,,,57ef80d4-4674-4a3a-9fd6-3f1d792a1953,2019-01-04T10:26:00Z,
68,FALSE,,2018,TRUE,/incidents/2018/6/24/romero-fire/,Merced,,,,2019-01-04T10:00:00Z,,FALSE,TRUE,,,,37.08529,-121.09354,FALSE,Romero Fire,100,,TRUE,2018-06-24T16:11:00Z,Finalized,,,,,bda69d0e-716e-439e-9a18-49f44d449086,2019-01-04T10:00:00Z,
67,FALSE,,2018,TRUE,/incidents/2018/8/1/bumper-fire/,El Dorado,,,1,2019-01-04T09:28:00Z,,FALSE,TRUE,,,,38.645,-120.874167,TRUE,Bumper Fire,100,,TRUE,2018-08-01T13:57:00Z,Finalized,,,,,d8de1c4a-9b2c-46ad-aab4-3b2012571e4a,2019-01-04T09:28:00Z,
67,FALSE,,2018,TRUE,/incidents/2018/7/21/heart-fire/,Mendocino,,,,2019-01-04T09:37:00Z,,FALSE,TRUE,,,,39.279833,-123.258319,FALSE,Heart Fire,100,,TRUE,2018-07-21T16:22:00Z,Finalized,,,,,fb7f7795-ede7-40cc-acf6-3ee6e761d0a9,2019-01-04T09:37:00Z,
66,FALSE,,2018,TRUE,/incidents/2018/8/1/omega-fire/,El Dorado,,,1,2019-01-04T09:27:00Z,,FALSE,TRUE,,,,38.82128,-121.03918,TRUE,Omega Fire,100,,TRUE,2018-08-01T14:40:00Z,Finalized,3,1,,,6e4ecf7a-2864-4fc6-85cb-9b2a0ac324df,2019-10-25T10:09:32.623Z,
64,FALSE,,2018,TRUE,/incidents/2018/6/4/panoche-fire/,San Benito,,,,2019-01-04T10:13:00Z,,FALSE,TRUE,,,,36.64832,-121.03253,FALSE,Panoche Fire,100,,TRUE,2018-06-04T23:17:00Z,Finalized,,,,,9f926d66-2cfa-4e3d-b4a3-4ea3b4b23698,2019-01-04T10:13:00Z,
63,FALSE,,2018,FALSE,/incidents/2018/10/7/park-fire/,Santa Clara,,,,2019-01-04T08:57:00Z,,FALSE,TRUE,,,,37.1769444,-121.6869444,FALSE,Park Fire,100,,TRUE,2018-10-07T12:57:00Z,Finalized,,,,,f19a49b4-9d0f-4c61-83ea-9b4a741b0bef,2019-01-04T08:57:00Z,
63,FALSE,,2018,TRUE,/incidents/2018/7/20/highland-fire/,Shasta,4,,7,2019-01-04T09:38:00Z,,FALSE,TRUE,,,,40.741186,-122.649626,TRUE,Highland Fire,100,98,TRUE,2018-07-20T13:26:00Z,Finalized,,,,,9626db35-9c2a-4431-8c91-00e0bba794fa,2019-01-04T09:38:00Z,4
63,FALSE,,2018,TRUE,/incidents/2018/7/4/benton-fire/,Riverside,,,,2019-01-04T09:56:00Z,,FALSE,TRUE,,,,33.56349,-116.732032,FALSE,Benton Fire,100,,TRUE,2018-07-04T14:20:00Z,Finalized,,,,,28599f05-c64d-49a5-be59-23879eecb980,2019-01-04T09:56:00Z,
63,FALSE,,2018,FALSE,/incidents/2018/6/27/cherry-fire/,Siskiyou,,,,2019-01-04T09:59:00Z,,FALSE,TRUE,,,,41.83359,-122.99272,FALSE,Cherry Fire,100,,TRUE,2018-06-27T19:46:00Z,Finalized,,,,,5aa13874-fb24-44f0-969a-d12dbc7edca8,2019-01-04T09:59:00Z,
63,FALSE,,2018,TRUE,/incidents/2018/5/29/stuhr-fire/,Stanislaus,,,,2019-01-04T10:21:00Z,,FALSE,TRUE,,,,37.32744,-121.10903,FALSE,Stuhr Fire,100,,TRUE,2018-05-29T12:58:00Z,Finalized,,,,,e596a67e-177f-4db9-a2d6-dda7da1678fb,2019-01-04T10:21:00Z,
62,FALSE,,2018,TRUE,/incidents/2018/7/8/lebec-fire/,Kern,,,,2019-01-04T09:54:00Z,,FALSE,TRUE,,,,34.86022,-118.87881,FALSE,Lebec Fire,100,,TRUE,2018-07-08T13:38:00Z,Finalized,,,,,22171870-baaf-480f-902a-45ec9282df35,2019-01-04T09:54:00Z,
62,FALSE,,2018,FALSE,/incidents/2018/6/23/canyon-fire/,Los Angeles,,,,2019-01-04T10:01:00Z,,FALSE,TRUE,,,,34.53765,-118.75495,FALSE,Canyon Fire,100,,TRUE,2018-06-23T19:39:00Z,Finalized,,,,,c8c8905e-4ff4-4563-8ad8-3838a8d0a3bb,2019-01-04T10:01:00Z,
62,FALSE,,2018,TRUE,/incidents/2018/6/11/liberty-fire/,San Joaquin,,,,2019-01-04T10:08:00Z,,FALSE,TRUE,,,,38.24033,-121.09199,FALSE,Liberty Fire,100,,TRUE,2018-06-11T12:16:00Z,Finalized,,,,,7278467f-ca4a-47f1-b876-a6722b546f30,2019-01-04T10:08:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/11/5/adams-fire/,Tehama,,,,2019-01-04T08:50:00Z,,FALSE,TRUE,,,,40.346652,-122.308479,FALSE,Adams Fire,100,,TRUE,2018-11-05T10:17:00Z,Finalized,,,,,8030a870-0453-48e0-b243-86dbae075434,2019-01-04T08:50:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/8/30/grade-fire/,Lake,,,,2019-01-04T09:12:00Z,,FALSE,TRUE,,,,38.8275,-122.3625,FALSE,Grade Fire,100,,TRUE,2018-08-30T15:44:00Z,Finalized,,,,,c203606a-d2eb-4ba2-97cc-2ee7403432b1,2019-01-04T09:12:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/6/15/raymond-fire/,Madera,,,,2019-01-04T10:06:00Z,,FALSE,TRUE,,,,37.14663,-119.91223,FALSE,Raymond Fire,100,,TRUE,2018-06-15T11:46:00Z,Finalized,,,,,06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9,2019-01-04T10:06:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/6/14/creston-fire/,San Luis Obispo,,,,2019-01-04T10:06:00Z,,FALSE,TRUE,,,,35.58354,-120.624135,FALSE,Creston FIre,100,,TRUE,2018-06-14T17:23:00Z,Finalized,,,,,f3d3e61e-4ab4-4155-a882-4e27de976659,2019-01-04T10:06:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/6/13/vista-fire/,San Luis Obispo,,,,2019-01-04T10:07:00Z,,FALSE,TRUE,,,,35.663607,-120.670311,FALSE,Vista Fire,100,,TRUE,2018-06-13T12:38:00Z,Finalized,,,,,d886d8aa-00b7-41d7-b48f-665f5c6cf01e,2019-01-04T10:07:00Z,
60,FALSE,,2018,TRUE,/incidents/2018/5/17/happy-fire/,Santa Barbara,,,,2019-01-04T10:25:00Z,,FALSE,TRUE,,,,34.74245,-120.18236,FALSE,Happy Fire,100,,TRUE,2018-05-17T12:53:00Z,Finalized,,,,,1a08a7d9-47b2-42ba-94c1-a2e15415b887,2019-01-04T10:25:00Z,
59,FALSE,,2018,TRUE,/incidents/2018/5/22/agua-fire/,San Diego,,,,2019-01-04T10:23:00Z,,FALSE,TRUE,,,,33.35505,-117.03134,FALSE,Agua Fire,100,,TRUE,2018-05-22T14:13:00Z,Finalized,,,,,b9cd9a90-1983-4a0a-aad4-9c286382f158,2019-01-04T10:23:00Z,
58,FALSE,,2018,TRUE,/incidents/2018/10/19/camino-fire/,San Luis Obispo,,,,2019-01-04T08:52:00Z,,FALSE,TRUE,,,,35.17693,-120.48861,FALSE,Camino Fire,100,,TRUE,2018-10-19T14:10:00Z,Finalized,,,,,a728d915-1c00-43b6-bd5b-228be34a38fe,2019-01-04T08:52:00Z,
56,FALSE,,2018,TRUE,/incidents/2018/7/15/3-10-fire/,Lassen,,,,2019-01-04T09:44:00Z,,FALSE,TRUE,,,,40.95234,-121.21597,FALSE,3-10 Fire,100,,TRUE,2018-07-15T11:55:00Z,Finalized,,,,,8d7302b1-605f-404d-9641-a890720e8657,2019-01-04T09:44:00Z,
56,FALSE,,2018,TRUE,/incidents/2018/7/8/bruce-fire/,Contra Costa,,,,2019-01-04T09:53:00Z,,FALSE,TRUE,,,,37.79718,-121.85311,FALSE,Bruce Fire,100,,TRUE,2018-07-08T16:45:00Z,Finalized,,,,,7e24911d-5dc9-4449-ba08-f718c094ac9e,2019-01-04T09:53:00Z,
56,FALSE,,2018,TRUE,/incidents/2018/5/23/experimental-fire/,Madera,,,,2019-01-04T10:23:00Z,,FALSE,TRUE,,,,37.0979,-119.75307,TRUE,Experimental Fire,100,,TRUE,2018-05-23T14:30:00Z,Finalized,,,,,f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6,2019-01-04T10:23:00Z,
53,FALSE,,2018,FALSE,/incidents/2018/9/26/keenbrook-fire/,San Bernardino,,,,2019-01-04T09:00:00Z,,FALSE,TRUE,,,,34.24138,-117.42431,TRUE,Keenbrook Fire,100,,TRUE,2018-09-26T10:56:00Z,Finalized,,,,,2c41731e-1e13-494c-b7f7-928b89bb7d32,2019-01-04T09:00:00Z,
53,FALSE,,2018,TRUE,/incidents/2018/9/22/copper-fire/,Lassen,,,,2019-01-04T09:03:00Z,,FALSE,TRUE,,,,40.33642,-120.93005,FALSE,Copper Fire,100,,TRUE,2018-09-22T14:41:00Z,Finalized,,,,,b9d64431-d96d-413f-84df-ef3b381d3002,2019-01-04T09:03:00Z,
53,FALSE,,2018,TRUE,/incidents/2018/6/15/boyer-fire/,Mariposa,,,,2019-01-04T10:05:00Z,,FALSE,TRUE,,,,37.47677,-119.84299,TRUE,Boyer Fire,100,,TRUE,2018-06-15T13:37:00Z,Finalized,,1,,,42bd7e44-5bfa-4e25-961d-941a18bc00d0,2019-01-04T10:05:00Z,
52,FALSE,,2018,FALSE,/incidents/2018/7/14/kelley-fire/,Modoc,,,,2019-01-04T09:46:00Z,,FALSE,TRUE,,,,41.50105,-120.61108,FALSE,Kelley Fire,100,,TRUE,2018-07-14T20:46:00Z,Finalized,,,,,20495cc8-cb22-4fd1-9bc3-0b9c654d12a0,2019-01-04T09:46:00Z,
51,FALSE,,2018,TRUE,/incidents/2018/9/16/reservoir-fire/,San Luis Obispo,,,,2019-01-04T09:04:00Z,,FALSE,TRUE,,,,35.30151,-120.64398,FALSE,Reservoir Fire,100,,TRUE,2018-09-16T08:34:00Z,Finalized,,,,,6832f18a-6515-4436-bf3b-553bf6302de4,2019-01-04T09:04:00Z,
51,FALSE,,2018,TRUE,/incidents/2018/7/24/crestline-fire/,Shasta,7,,24,2019-01-04T09:36:00Z,,FALSE,TRUE,,,,40.824,-121.90215,TRUE,Crestline Fire,100,192,TRUE,2018-07-24T15:24:00Z,Finalized,,,,,2fdf2c14-77b4-458c-96fc-bd883dec3ad3,2019-01-04T09:36:00Z,6
51,FALSE,,2018,TRUE,/incidents/2018/7/10/hale-fire/,Santa Clara,,,,2019-01-04T09:51:00Z,,FALSE,TRUE,,,,37.163594,-121.702547,FALSE,Hale Fire,100,,TRUE,2018-07-10T16:45:00Z,Finalized,,,,,a125058d-abfe-4593-bd53-503ceea3f4f0,2019-01-04T09:51:00Z,
50,FALSE,,2018,TRUE,/incidents/2018/7/21/carder-fire/,Lake,,,,2019-01-04T09:38:00Z,,FALSE,TRUE,,,,38.91152,-122.86854,TRUE,Carder Fire,100,,TRUE,2018-07-21T14:40:00Z,Finalized,,1,,,d7745759-07bd-40a7-a66c-003b174851b2,2019-10-25T09:45:58.237Z,
50,FALSE,,2018,TRUE,/incidents/2018/7/15/tuscan-fire/,Tehama,,,,2019-01-04T09:43:00Z,,FALSE,TRUE,,,,40.27754,-122.11375,FALSE,Tuscan Fire,100,,TRUE,2018-07-15T17:15:00Z,Finalized,,,,,02ebd2cc-c4da-4508-92f6-30446d041ae9,2019-01-04T09:43:00Z,
50,FALSE,,2018,FALSE,/incidents/2018/2/7/haycamp-fire/,Monterey,,,,2019-01-03T09:43:00Z,,FALSE,TRUE,,,,35.96689,-121.28185,FALSE,Haycamp Fire,100,,TRUE,2018-02-07T15:53:00Z,Finalized,,,,,9d0be6f9-d61b-467d-be68-c8a48c0cf930,2019-01-03T09:43:00Z,
48,FALSE,,2018,TRUE,/incidents/2018/8/26/castro-fire/,Alameda,,,,2019-01-04T09:14:00Z,,FALSE,TRUE,,,,37.69926,-122.02805,FALSE,Castro Fire,100,,TRUE,2018-08-26T14:23:00Z,Finalized,,,,,a2fbfcae-d658-41f4-88c6-98239d08ff29,2019-01-04T09:14:00Z,
45,FALSE,,2018,FALSE,/incidents/2018/7/2/buckingham-fire/,Contra Costa,,,,2019-01-04T09:57:00Z,,FALSE,TRUE,,,,37.86339,-122.12351,FALSE,Buckingham Fire,100,,TRUE,2018-07-02T14:25:00Z,Finalized,,,,,f7bacdf4-ba33-436a-ad94-549395286fc2,2019-01-04T09:57:00Z,
45,FALSE,,2018,FALSE,/incidents/2018/12/31/bridge-fire/,Marin,,,,2019-01-04T09:22:00Z,,FALSE,TRUE,,,,38.07135,-122.76751,FALSE,Bridge Fire,100,,TRUE,1969-12-31T16:00:00Z,Finalized,,,,,49232e73-c3ba-4dc3-b673-b973a918fa7c,2019-01-04T09:22:00Z,
43,FALSE,,2018,TRUE,/incidents/2018/7/19/simmons-fire/,Butte,9,2,12,2019-01-04T09:40:00Z,,FALSE,TRUE,,,2,39.57202,-121.43131,TRUE,Simmons Fire,100,168,TRUE,2018-07-19T12:00:00Z,Finalized,,,,,d56aeb11-09a3-4854-b422-9a1e41f18a51,2019-01-04T09:40:00Z,4
40,FALSE,,2018,TRUE,/incidents/2018/7/23/martinez-fire/,Riverside,,,,2019-01-04T09:36:00Z,,FALSE,TRUE,,,,33.56921,-116.154398,FALSE,Martinez Fire,100,,TRUE,2018-07-23T14:55:00Z,Finalized,,,,,e18c9556-706f-4bb7-b908-e7b44293923d,2019-01-04T09:36:00Z,
40,FALSE,,2018,TRUE,/incidents/2018/7/19/ben-fire/,Mariposa,,,,2019-01-04T09:39:00Z,,FALSE,TRUE,,,,37.28365,-119.97546,FALSE,Ben Fire,100,,TRUE,2018-07-19T13:07:00Z,Finalized,,,,,e4c8aa24-e396-46d1-ae6e-bc9c7889967a,2019-01-04T09:39:00Z,
40,FALSE,,2018,TRUE,/incidents/2018/6/19/iron-fire/,Contra Costa,,,,2019-01-04T10:04:00Z,,FALSE,TRUE,,,,37.779209,-121.908976,FALSE,Iron Fire,100,,TRUE,2018-06-19T15:19:00Z,Finalized,,,,,2bee561f-fd8f-44ad-9c25-ccdc671029bc,2019-01-04T10:04:00Z,
40,FALSE,,2018,TRUE,/incidents/2018/6/16/oregon-fire/,Butte,,,,2019-01-04T10:05:00Z,,FALSE,TRUE,,,,39.549167,-121.521111,FALSE,Oregon Fire,100,,TRUE,2018-06-16T11:47:00Z,Finalized,,,,,9b6b1707-4342-4b38-b4a2-1056c202a32a,2019-01-04T10:05:00Z,
39,FALSE,,2018,TRUE,/incidents/2018/7/25/hidden-fire/,San Benito,,,,2019-01-04T09:35:00Z,,FALSE,TRUE,,,,36.796,-121.40604,FALSE,Hidden Fire,100,,TRUE,2018-07-25T14:11:00Z,Finalized,,,,,708b3dde-3f1a-4813-8501-8a52bf3b1d9c,2019-01-04T09:35:00Z,
38,FALSE,,2018,FALSE,/incidents/2018/10/14/masonic-fire/,Shasta,,,,2019-01-04T08:53:00Z,,FALSE,TRUE,,,,40.60866,-122.38366,FALSE,Masonic Fire,100,,TRUE,2018-10-14T11:33:00Z,Finalized,,,,,83c539f5-64c1-4156-86e5-ac6cf4c947d5,2019-01-04T08:53:00Z,
38,FALSE,,2018,FALSE,/incidents/2018/6/3/adobe-fire/,San Diego,,,,2019-01-04T10:16:00Z,,FALSE,TRUE,,,,32.78031,-117.06782,FALSE,Adobe Fire,100,,TRUE,2018-06-03T16:16:00Z,Finalized,,,,,8efb9edc-dbe7-4824-9027-22993569f794,2019-01-04T10:16:00Z,
37,FALSE,,2018,TRUE,/incidents/2018/7/21/mustang-fire/,San Luis Obispo,,,,2019-01-04T09:38:00Z,,FALSE,TRUE,,,,35.64917,-120.71907,FALSE,Mustang Fire,100,,TRUE,2018-07-21T15:01:00Z,Finalized,,,,,a710f41c-aa03-41e1-813f-a98812aea01b,2019-01-04T09:38:00Z,
